1789	5
1780	4
1782	4
1783	5
1613	8
1753	10
1546	6
1833	4
1545	6
1837	6
1835	2
1838	4
1779	3
1778	5
1548	6
1549	6
1468	7
1465	9
1675	3
1461	7
1673	3
1700	1
1799	5
1798	5
1441	9
1792	5
1790	5
1797	6
1796	5
1795	4
1560	1
1493	7
1495	7
1498	7
1555	1
1787	5
1650	10
1551	1
1702	11
1552	1
1704	11
1705	6
1706	11
1707	1
1708	11
1558	1
1821	2
1820	4
1822	4
1698	3
1709	10
1666	3
1665	3
1664	3
1663	3
1661	3
1483	7
1482	9
1922	0
1480	9
1649	8
1489	9
1858	11
1859	4
1711	5
1710	11
1715	11
1741	4
1851	11
1719	4
1718	11
1854	11
1857	2
1520	7
1521	10
1522	7
1750	9
1656	3
1451	7
1775	5
1774	5
1668	10
1770	5
1437	9
1434	9
1435	9
1641	8
1643	8
1431	9
1843	4
1727	1
1772	5
1847	2
1648	8
1720	4
1439	9
1731	1
1533	6
1532	6
1730	6
1743	11
1471	9
1877	11
1872	11
1908	3
1909	4
1906	8
1907	8
1902	8
1682	3
1739	11
1738	4
1427	9
1426	9
1429	9
1428	9
1580	1
1732	11
1737	4
1585	9
1502	7
1503	6
1500	6
1501	7
1572	1
1674	3
1647	8
1861	11
1594	1
1863	11
1592	9
1911	8
1913	8
1912	3
1917	8
1916	8
1625	8
1852	10
1670	3
1628	8
1457	7
1748	4
1749	11
1452	7
1453	7
1744	1
1745	10
1746	10
1516	7
1458	7
1459	7
1570	1
1722	4
1723	4
1637	7
1898	11
1895	2
1897	11
1890	11
1616	8
1617	8
1818	2
1579	1
1696	3
1697	3
1695	3
1443	9
1759	5
1824	0
1757	5
1567	1
1562	1
1563	9
1564	1
1752	5
1751	7
1684	3
1713	11
1712	1
1475	9
1889	11
1688	3
1887	11
1885	2
1883	11
1609	8
1919	8
1866	2
1479	7
1803	2
1801	4
1800	4
1603	8
1714	4
1604	8
1809	4
1606	8
1681	3
1680	3
1768	5
1578	9
1685	1
1477	7
1687	3
1574	1
1763	4
1760	5
1761	5
1766	5
1767	5
1764	5
1765	3
