669	5
622	5
667	3
666	3
1148	1
663	3
661	3
660	3
692	3
691	5
696	3
1144	1
694	3
695	5
698	3
699	5
1678	1
1679	1
1674	1
813	4
814	2
1671	1
1672	1
817	2
678	5
868	4
674	5
676	4
677	5
1492	1
668	5
828	4
825	4
827	4
826	4
821	2
863	4
823	2
1660	1
1628	1
619	5
1181	1
832	4
833	4
883	2
831	4
836	4
834	4
838	4
1170	1
1856	0
898	0
1658	1
1651	1
617	5
1667	1
665	5
1645	1
1644	1
843	4
841	4
1649	1
849	2
1662	1
641	5
644	3
649	5
648	3
822	2
623	3
605	5
621	5
620	5
627	3
626	3
624	3
629	5
628	3
607	3
606	5
887	2
600	3
854	4
855	4
1632	1
857	4
851	4
852	4
853	4
602	5
858	4
656	3
654	3
655	5
652	3
650	5
651	3
658	3
847	2
633	3
634	4
635	3
636	3
638	5
869	4
1622	1
1629	1
862	4
864	4
867	4
815	2
1164	1
881	2
880	2
601	3
886	2
603	5
884	2
889	2
609	3
866	4
1190	1
1613	1
871	4
890	2
891	2
618	3
893	2
895	2
896	2
897	0
612	5
613	3
610	3
611	5
616	3
830	4
615	5
803	2
1601	1
807	2
809	2
689	5
1686	1
685	5
802	4
687	5
681	3
806	2
683	3
682	3
