24	1
25	1
26	1
27	1
20	3
21	3
22	0
23	1
28	1
29	1
4	2
8	3
119	2
120	4
123	0
125	0
59	2
58	1
55	2
54	2
56	1
51	2
50	1
53	3
52	3
115	3
114	3
88	1
89	3
111	2
110	1
113	2
112	4
82	2
83	2
81	1
86	3
118	2
84	3
85	3
3	2
7	3
108	1
109	2
102	3
103	1
100	1
101	2
106	1
107	2
104	1
105	2
39	3
38	3
33	2
32	2
31	2
30	2
37	1
36	1
35	3
34	3
62	1
63	1
64	1
65	3
66	1
67	1
68	2
69	2
2	2
6	3
99	2
98	1
91	3
90	2
93	2
95	2
94	2
97	3
96	3
11	2
13	3
12	2
15	1
14	3
17	2
16	2
18	3
117	3
116	3
48	1
49	1
46	3
47	3
44	2
45	2
42	3
43	2
40	2
41	3
1	2
5	3
9	3
77	2
75	1
74	3
73	3
72	3
70	2
79	2
78	0
